Week Ending Date,Report Date,Date,Weighted Price,Weighted Price adjusted to 38% moisture,Sales,Moisture Content
4/27/2013,5/1/2013,13-Apr,1.7478,1.6676,"10,312,824",35.02
4/27/2013,5/1/2013,6-Apr,1.7268,1.6404,"10,282,274",34.74
4/27/2013,5/1/2013,30-Mar,1.7304,1.6493,"9,983,674",34.95
4/20/2013,4/24/2013,23-Mar,1.7004,1.6179,"9,463,323",34.84
4/20/2013,4/24/2013,30-Mar,1.7306,1.6494,"10,046,749",34.95
4/20/2013,4/24/2013,6-Apr,1.7274,1.6409,"10,435,677",34.73
4/20/2013,4/24/2013,13-Apr,1.7486,1.6682,"10,509,027",35.01
4/20/2013,4/24/2013,20-Apr,1.8111,1.7208,"9,317,115",34.75
4/13/2013,4/17/2013,13-Apr,1.7476,1.6673,"10,427,967",35.01
4/13/2013,4/17/2013,6-Apr,1.7277,1.6412,"10,435,677",34.73
4/13/2013,4/17/2013,30-Mar,1.7311,1.6499,"10,046,749",34.95
4/13/2013,4/17/2013,23-Mar,1.7007,1.6182,"9,463,323",34.84
4/13/2013,4/17/2013,16-Mar,1.6839,1.6039,"9,693,426",34.91
4/6/2013,4/10/2013,9-Mar,1.708,1.6245,"9,630,487",34.81
4/6/2013,4/10/2013,16-Mar,1.6839,1.6039,"9,693,426",34.91
4/6/2013,4/10/2013,23-Mar,1.7007,1.6182,"9,463,323",34.84
4/6/2013,4/10/2013,30-Mar,1.7311,1.6499,"10,046,749",34.95
4/6/2013,4/10/2013,6-Apr,1.7277,1.6412,"10,435,677",34.73
3/30/2013,4/3/2013,30-Mar,1.7311,1.6499,"10,046,749",34.95
3/30/2013,4/3/2013,23-Mar,1.7007,1.6182,"9,463,323",34.84
3/30/2013,4/3/2013,16-Mar,1.6839,1.6039,"9,693,426",34.91
3/30/2013,4/3/2013,9-Mar,1.708,1.6245,"9,630,487",34.81
3/30/2013,4/3/2013,2-Mar,1.7317,1.6501,"9,920,621",34.93
3/23/2013,3/27/2013,23-Feb,1.7081,1.6289,"10,288,693",34.99
3/23/2013,3/27/2013,2-Mar,1.7317,1.6501,"9,920,621",34.93
3/23/2013,3/27/2013,9-Mar,1.708,1.6245,"9,630,487",34.81
3/23/2013,3/27/2013,16-Mar,1.6839,1.6039,"9,693,426",34.91
3/23/2013,3/27/2013,23-Mar,1.7007,1.6182,"9,463,323",34.84
3/16/2013,3/20/2013,16-Mar,1.6839,1.6039,"9,693,426",34.91
3/16/2013,3/20/2013,9-Mar,1.708,1.6245,"9,630,487",34.81
3/16/2013,3/20/2013,2-Mar,1.7317,1.6501,"9,920,621",34.93
3/16/2013,3/20/2013,23-Feb,1.7081,1.6289,"10,288,693",34.99
3/16/2013,3/20/2013,16-Feb,1.6682,1.5903,"10,681,725",34.96
3/9/2013,3/13/2013,9-Feb,1.694,1.6074,"12,103,083",34.66
3/9/2013,3/13/2013,16-Feb,1.6681,1.5902,"10,681,725",34.96
3/9/2013,3/13/2013,23-Feb,1.7081,1.6289,"10,288,693",34.99
3/9/2013,3/13/2013,2-Mar,1.7319,1.6503,"9,920,621",34.93
3/9/2013,3/13/2013,9-Mar,1.708,1.6245,"9,630,487",34.81
3/2/2013,3/6/2013,2-Mar,1.7319,1.6503,"9,920,621",34.93
3/2/2013,3/6/2013,23-Feb,1.7081,1.6289,"10,288,693",34.99
3/2/2013,3/6/2013,16-Feb,1.6681,1.5902,"10,681,725",34.96
3/2/2013,3/6/2013,9-Feb,1.694,1.6074,"12,103,083",34.66
3/2/2013,3/6/2013,2-Feb,1.7444,1.6562,"9,462,715",34.7
2/23/2013,2/27/2013,26-Jan,1.7936,1.7079,"9,660,688",34.89
2/23/2013,2/27/2013,2-Feb,1.7444,1.6562,"9,462,715",34.7
2/23/2013,2/27/2013,9-Feb,1.694,1.6074,"12,103,083",34.66
2/23/2013,2/27/2013,16-Feb,1.6681,1.5902,"10,681,725",34.96
2/23/2013,2/27/2013,23-Feb,1.7077,1.6285,"10,168,097",34.99
2/16/2013,2/21/2013,16-Feb,1.6681,1.5902,"10,681,725",34.96
2/16/2013,2/21/2013,9-Feb,1.694,1.6074,"12,103,083",34.66
2/16/2013,2/21/2013,2-Feb,1.7444,1.6562,"9,462,715",34.7
2/16/2013,2/21/2013,26-Jan,1.7936,1.7079,"9,660,688",34.89
2/16/2013,2/21/2013,19-Jan,1.8179,1.7274,"9,655,014",34.75
2/9/2013,2/13/2013,12-Jan,1.8307,1.7385,"12,318,502",34.71
2/9/2013,2/13/2013,19-Jan,1.8179,1.7274,"9,655,014",34.75
2/9/2013,2/13/2013,26-Jan,1.7936,1.7079,"9,660,688",34.89
2/9/2013,2/13/2013,2-Feb,1.7444,1.6562,"9,462,715",34.7
2/9/2013,2/13/2013,9-Feb,1.6932,1.6063,"11,396,230",34.65
2/2/2013,2/6/2013,2-Feb,1.7442,1.6563,"9,204,908",34.71
2/2/2013,2/6/2013,26-Jan,1.7936,1.7079,"9,660,688",34.89
2/2/2013,2/6/2013,19-Jan,1.8179,1.7274,"9,655,014",34.75
2/2/2013,2/6/2013,12-Jan,1.8307,1.7385,"12,318,502",34.71
2/2/2013,2/6/2013,5-Jan,1.8057,1.713,"10,823,056",34.64
1/26/2013,1/30/2013,29-Dec,1.7916,1.7043,"8,925,942",34.82
1/26/2013,1/30/2013,5-Jan,1.8057,1.713,"10,823,056",34.64
1/26/2013,1/30/2013,12-Jan,1.8307,1.7385,"12,318,502",34.71
1/26/2013,1/30/2013,19-Jan,1.8179,1.7274,"9,655,014",34.75
1/26/2013,1/30/2013,26-Jan,1.7937,1.7081,"9,345,983",34.89
1/19/2013,1/24/2013,19-Jan,1.8182,1.7277,"9,614,197",34.75
1/19/2013,1/24/2013,12-Jan,1.8307,1.7385,"12,318,502",34.71
1/19/2013,1/24/2013,5-Jan,1.8057,1.713,"10,823,056",34.64
1/19/2013,1/24/2013,29-Dec,1.7916,1.7043,"8,925,942",34.82
1/19/2013,1/24/2013,22-Dec,1.8052,1.7146,"10,220,350",34.72
1/12/2013,1/16/2013,15-Dec,1.8489,1.7542,"10,135,354",34.65
1/12/2013,1/16/2013,22-Dec,1.8052,1.7146,"10,220,350",34.72
1/12/2013,1/16/2013,29-Dec,1.7916,1.7043,"8,925,942",34.82
1/12/2013,1/16/2013,5-Jan,1.8057,1.713,"10,823,056",34.64
1/12/2013,1/16/2013,12-Jan,1.8305,1.7384,"12,160,598",34.72
1/5/2013,1/9/2013,5-Jan,1.7943,1.7032,"10,144,228",34.68
1/5/2013,1/9/2013,29-Dec,1.7918,1.7045,"8,925,942",34.82
1/5/2013,1/9/2013,22-Dec,1.8052,1.7146,"10,220,350",34.72
1/5/2013,1/9/2013,15-Dec,1.8489,1.7542,"10,135,354",34.65
1/5/2013,1/9/2013,8-Dec,1.8963,1.8001,"9,658,474",34.69
12/29/2012,1/3/2013,1-Dec,1.935,1.8361,"10,587,456",34.66
12/29/2012,1/3/2013,8-Dec,1.8963,1.8001,"9,658,474",34.69
12/29/2012,1/3/2013,15-Dec,1.8489,1.7542,"10,135,354",34.65
12/29/2012,1/3/2013,22-Dec,1.8052,1.7146,"10,220,350",34.72
12/29/2012,1/3/2013,29-Dec,1.7919,1.7046,"8,885,827",34.82
12/22/2012,12/27/2012,22-Dec,1.8055,1.7151,"10,055,284",34.73
12/22/2012,12/27/2012,15-Dec,1.8489,1.7542,"10,135,355",34.65
12/22/2012,12/27/2012,8-Dec,1.8963,1.8001,"9,658,474",34.69
12/22/2012,12/27/2012,1-Dec,1.935,1.8361,"10,587,456",34.66
12/22/2012,12/27/2012,24-Nov,2.0157,1.9099,"9,020,028",34.57
12/15/2012,12/19/2012,17-Nov,2.1321,2.0246,"9,315,777",34.71
12/15/2012,12/19/2012,24-Nov,2.0157,1.9099,"9,020,028",34.57
12/15/2012,12/19/2012,1-Dec,1.935,1.8361,"10,587,456",34.66
12/15/2012,12/19/2012,8-Dec,1.8963,1.8001,"9,658,474",34.69
12/15/2012,12/19/2012,15-Dec,1.8493,1.7546,"10,012,378",34.65
12/8/2012,12/12/2012,8-Dec,1.9059,1.8093,"9,622,035",34.69
12/8/2012,12/12/2012,1-Dec,1.9351,1.8366,"10,670,494",34.67
12/8/2012,12/12/2012,24-Nov,2.022,1.916,"9,514,545",34.57
12/8/2012,12/12/2012,17-Nov,2.1365,2.0291,"9,947,906",34.72
12/8/2012,12/12/2012,10-Nov,2.1723,2.0649,"9,957,053",34.78
12/1/2012,12/5/2012,3-Nov,2.1516,2.0451,"9,487,897",34.77
12/1/2012,12/5/2012,10-Nov,2.1723,2.0649,"9,957,053",34.78
12/1/2012,12/5/2012,17-Nov,2.1365,2.0291,"9,947,906",34.72
12/1/2012,12/5/2012,24-Nov,2.022,1.916,"9,514,545",34.57
12/1/2012,12/5/2012,1-Dec,1.9359,1.8373,"10,498,343",34.67
11/24/2012,11/28/2012,24-Nov,2.0219,1.916,"9,523,059",34.57
11/24/2012,11/28/2012,17-Nov,2.1365,2.0291,"9,947,906",34.72
11/24/2012,11/28/2012,10-Nov,2.1723,2.0649,"9,957,053",34.78
11/24/2012,11/28/2012,3-Nov,2.1516,2.0451,"9,487,897",34.77
11/24/2012,11/28/2012,27-Oct,2.1336,2.0277,"9,993,608",34.76
11/17/2012,11/21/2012,20-Oct,2.1698,2.0636,"9,727,449",34.81
11/17/2012,11/21/2012,27-Oct,2.1336,2.0277,"9,993,608",34.76
11/17/2012,11/21/2012,3-Nov,2.1516,2.0451,"9,487,897",34.77
11/17/2012,11/21/2012,10-Nov,2.1723,2.0649,"9,957,053",34.78
11/17/2012,11/21/2012,17-Nov,2.1363,2.0293,"9,672,692",34.73
11/10/2012,11/15/2012,10-Nov,2.1723,2.0614,"9,957,053",34.66
11/10/2012,11/15/2012,3-Nov,2.1516,2.045,"9,487,897",34.77
11/10/2012,11/15/2012,27-Oct,2.1336,2.0271,"9,993,608",34.74
11/10/2012,11/15/2012,20-Oct,2.1708,2.0642,"9,727,449",34.8
11/10/2012,11/15/2012,13-Oct,2.1419,2.0368,"10,009,813",34.8
11/3/2012,11/7/2012,6-Oct,2.0925,1.9971,"10,398,850",35.04
11/3/2012,11/7/2012,13-Oct,2.1419,2.0368,"10,009,813",34.8
11/3/2012,11/7/2012,20-Oct,2.1708,2.0642,"9,727,449",34.8
11/3/2012,11/7/2012,27-Oct,2.1336,2.0271,"9,993,608",34.74
11/3/2012,11/7/2012,3-Nov,2.1513,2.0446,"9,362,228",34.76
10/27/2012,10/31/2012,27-Oct,2.1337,2.0274,"9,819,062",34.75
10/27/2012,10/31/2012,20-Oct,2.1708,2.0642,"9,727,449",34.8
10/27/2012,10/31/2012,13-Oct,2.1419,2.0368,"10,009,813",34.8
10/27/2012,10/31/2012,6-Oct,2.0925,1.9971,"10,398,850",35.04
10/27/2012,10/31/2012,29-Sep,2.0033,1.906,"9,603,727",34.84
10/20/2012,10/24/2012,22-Sep,1.9198,1.8277,"10,019,099",34.88
10/20/2012,10/24/2012,29-Sep,2.0033,1.906,"9,603,727",34.84
10/20/2012,10/24/2012,6-Oct,2.0925,1.9971,"10,398,850",35.04
10/20/2012,10/24/2012,13-Oct,2.1419,2.0368,"10,009,813",34.8
10/20/2012,10/24/2012,20-Oct,2.1711,2.0645,"9,563,748",34.8
10/13/2012,10/17/2012,13-Oct,2.1406,2.0354,"9,765,871",34.79
10/13/2012,10/17/2012,6-Oct,2.0925,1.9971,"10,398,850",35.04
10/13/2012,10/17/2012,29-Sep,2.0033,1.906,"9,603,727",34.84
10/13/2012,10/17/2012,22-Sep,1.9198,1.8277,"10,019,099",34.88
10/13/2012,10/17/2012,15-Sep,1.9164,1.8192,"10,595,790",34.69
10/6/2012,10/11/2012,8-Sep,1.9377,1.833,"11,057,988",34.46
10/6/2012,10/11/2012,15-Sep,1.9164,1.8192,"10,595,790",34.69
10/6/2012,10/11/2012,22-Sep,1.9198,1.8277,"10,019,099",34.88
10/6/2012,10/11/2012,29-Sep,2.0033,1.906,"9,603,727",34.84
10/6/2012,10/11/2012,6-Oct,2.0915,1.9963,"10,223,900",35.04
9/29/2012,10/3/2012,29-Sep,2.0023,1.9051,"9,486,129",34.84
9/29/2012,10/3/2012,22-Sep,1.9198,1.8277,"10,019,099",34.88
9/29/2012,10/3/2012,15-Sep,1.9165,1.8193,"10,595,790",34.69
9/29/2012,10/3/2012,8-Sep,1.9377,1.833,"11,057,988",34.46
9/29/2012,10/3/2012,1-Sep,1.932,1.8318,"9,670,959",34.61
9/22/2012,9/26/2012,25-Aug,1.9252,1.8324,"10,326,055",34.86
9/22/2012,9/26/2012,1-Sep,1.932,1.8318,"9,670,959",34.61
9/22/2012,9/26/2012,8-Sep,1.9377,1.833,"11,057,988",34.46
9/22/2012,9/26/2012,15-Sep,1.9165,1.8193,"10,595,790",34.69
9/22/2012,9/26/2012,22-Sep,1.919,1.8271,"9,883,662",34.88
9/15/2012,9/19/2012,15-Sep,1.9163,1.819,"10,429,969",34.69
9/15/2012,9/19/2012,8-Sep,1.9377,1.833,"11,057,988",34.46
9/15/2012,9/19/2012,1-Sep,1.932,1.8318,"9,670,959",34.61
9/15/2012,9/19/2012,25-Aug,1.9252,1.8324,"10,326,055",34.86
9/15/2012,9/19/2012,18-Aug,1.8698,1.7819,"9,502,681",34.94
9/8/2012,9/12/2012,11-Aug,1.8047,1.7137,"10,004,452",34.71
9/8/2012,9/12/2012,18-Aug,1.8698,1.7819,"9,502,681",34.94
9/8/2012,9/12/2012,25-Aug,1.9252,1.8324,"10,326,055",34.86
9/8/2012,9/12/2012,1-Sep,1.932,1.8318,"9,670,959",34.61
9/8/2012,9/12/2012,8-Sep,1.9379,1.833,"10,901,107",34.45
9/1/2012,9/6/2012,1-Sep,1.9316,1.8313,"9,461,649",34.6
9/1/2012,9/6/2012,25-Aug,1.9252,1.8324,"10,326,055",34.86
9/1/2012,9/6/2012,18-Aug,1.8699,1.782,"9,502,681",34.94
9/1/2012,9/6/2012,11-Aug,1.8047,1.7137,"10,004,452",34.71
9/1/2012,9/6/2012,4-Aug,1.8061,1.719,"9,465,363",34.86
8/25/2012,8/29/2012,28-Jul,1.8069,1.719,"9,702,791",34.83
8/25/2012,8/29/2012,4-Aug,1.8061,1.719,"9,465,363",34.86
8/25/2012,8/29/2012,11-Aug,1.8048,1.7138,"10,004,452",34.71
8/25/2012,8/29/2012,18-Aug,1.8699,1.782,"9,502,681",34.94
8/25/2012,8/29/2012,25-Aug,1.9248,1.832,"10,202,945",34.86
8/18/2012,8/22/2012,18-Aug,1.869,1.7811,"9,375,014",34.94
8/18/2012,8/22/2012,11-Aug,1.8049,1.7139,"10,012,195",34.71
8/18/2012,8/22/2012,4-Aug,1.8061,1.719,"9,465,363",34.86
8/18/2012,8/22/2012,28-Jul,1.8069,1.719,"9,702,791",34.83
8/18/2012,8/22/2012,21-Jul,1.7715,1.6897,"9,007,986",35
8/11/2012,8/15/2012,14-Jul,1.7758,1.693,"10,384,669",34.97
8/11/2012,8/15/2012,21-Jul,1.7716,1.6898,"9,007,986",35
8/11/2012,8/15/2012,28-Jul,1.8069,1.719,"9,702,791",34.83
8/11/2012,8/15/2012,4-Aug,1.8061,1.719,"9,465,363",34.86
8/11/2012,8/15/2012,11-Aug,1.8042,1.7132,"9,888,161",34.71
8/4/2012,8/8/2012,4-Aug,1.8059,1.7189,"9,342,816",34.86
8/4/2012,8/8/2012,28-Jul,1.8069,1.719,"9,702,791",34.83
8/4/2012,8/8/2012,21-Jul,1.7716,1.6898,"9,007,986",35
8/4/2012,8/8/2012,14-Jul,1.7758,1.693,"10,384,669",34.97
8/4/2012,8/8/2012,7-Jul,1.7571,1.6796,"9,515,329",35.14
7/28/2012,8/1/2012,30-Jun,1.7024,1.6224,"9,375,238",34.94
7/28/2012,8/1/2012,7-Jul,1.7571,1.6796,"9,515,329",35.14
7/28/2012,8/1/2012,14-Jul,1.7758,1.693,"10,384,674",34.97
7/28/2012,8/1/2012,21-Jul,1.7716,1.6898,"9,007,986",35
7/28/2012,8/1/2012,28-Jul,1.8052,1.718,"9,240,155",34.85
7/21/2012,7/25/2012,21-Jul,1.7712,1.6895,"8,882,984",35
7/21/2012,7/25/2012,14-Jul,1.7758,1.693,"10,384,674",34.97
7/21/2012,7/25/2012,7-Jul,1.7575,1.68,"9,515,329",35.14
7/21/2012,7/25/2012,30-Jun,1.7024,1.6224,"9,375,238",34.94
7/21/2012,7/25/2012,23-Jun,1.6582,1.5811,"8,851,220",34.98
7/14/2012,7/18/2012,16-Jun,1.6277,1.5496,"10,290,716",34.88
7/14/2012,7/18/2012,23-Jun,1.6582,1.5811,"8,851,220",34.98
7/14/2012,7/18/2012,30-Jun,1.7024,1.6224,"9,375,238",34.94
7/14/2012,7/18/2012,7-Jul,1.7575,1.68,"9,515,329",35.14
7/14/2012,7/18/2012,14-Jul,1.7751,1.6925,"10,178,584",34.97
7/7/2012,7/11/2012,7-Jul,1.7567,1.6793,"9,107,534",35.14
7/7/2012,7/11/2012,30-Jun,1.7024,1.6224,"9,375,238",34.94
7/7/2012,7/11/2012,23-Jun,1.6582,1.5811,"8,851,220",34.98
7/7/2012,7/11/2012,16-Jun,1.6277,1.5496,"10,290,716",34.88
7/7/2012,7/11/2012,9-Jun,1.6024,1.5313,"10,300,307",35.12
6/30/2012,7/5/2012,2-Jun,1.5731,1.4998,"9,395,407",34.97
6/30/2012,7/5/2012,9-Jun,1.6024,1.5313,"10,300,307",35.12
6/30/2012,7/5/2012,16-Jun,1.6277,1.5496,"10,290,716",34.88
6/30/2012,7/5/2012,23-Jun,1.6582,1.5811,"8,851,220",34.98
6/30/2012,7/5/2012,30-Jun,1.7021,1.622,"9,209,695",34.94
6/23/2012,6/27/2012,23-Jun,1.6582,1.5811,"8,851,220",34.98
6/23/2012,6/27/2012,16-Jun,1.6277,1.5496,"10,290,716",34.88
6/23/2012,6/27/2012,9-Jun,1.6024,1.5313,"10,300,307",35.12
6/23/2012,6/27/2012,2-Jun,1.5731,1.4998,"9,395,407",34.97
6/23/2012,6/27/2012,26-May,1.5678,1.4933,"9,015,572",34.91
6/16/2012,6/20/2012,19-May,1.5686,1.4887,"9,654,533",34.67
6/16/2012,6/20/2012,26-May,1.5678,1.4933,"9,015,572",34.91
6/16/2012,6/20/2012,2-Jun,1.5731,1.4998,"9,395,407",34.97
6/16/2012,6/20/2012,9-Jun,1.6024,1.5313,"10,300,307",35.12
6/16/2012,6/20/2012,16-Jun,1.627,1.5492,"10,046,643",34.89
6/9/2012,6/13/2012,9-Jun,1.6018,1.5308,"10,137,038",35.13
6/9/2012,6/13/2012,2-Jun,1.5731,1.4998,"9,395,407",34.97
6/9/2012,6/13/2012,26-May,1.5678,1.4933,"9,015,572",34.91
6/9/2012,6/13/2012,19-May,1.5686,1.4887,"9,654,533",34.67
6/9/2012,6/13/2012,12-May,1.5667,1.4939,"11,368,626",34.98
6/2/2012,6/6/2012,5-May,1.5571,1.4837,"9,668,046",34.93
6/2/2012,6/6/2012,12-May,1.5667,1.4939,"11,368,626",34.98
6/2/2012,6/6/2012,19-May,1.5686,1.4887,"9,654,533",34.67
6/2/2012,6/6/2012,26-May,1.5678,1.4933,"9,015,572",34.91
6/2/2012,6/6/2012,2-Jun,1.5723,1.4995,"9,189,977",34.99
5/26/2012,5/31/2012,26-May,1.5677,1.4932,"8,893,111",34.91
5/26/2012,5/31/2012,19-May,1.5686,1.4887,"9,654,533",34.67
5/26/2012,5/31/2012,12-May,1.5667,1.4939,"11,368,626",34.98
5/26/2012,5/31/2012,5-May,1.5571,1.4837,"9,668,046",34.93
5/26/2012,5/31/2012,28-Apr,1.5663,1.4906,"11,685,181",34.85
5/19/2012,5/23/2012,21-Apr,1.5694,1.4891,"13,052,960",34.66
5/19/2012,5/23/2012,28-Apr,1.5663,1.4906,"11,685,181",34.85
5/19/2012,5/23/2012,5-May,1.5571,1.4837,"9,668,046",34.93
5/19/2012,5/23/2012,12-May,1.5667,1.4939,"11,368,626",34.98
5/19/2012,5/23/2012,19-May,1.5691,1.4887,"9,420,835",34.65
5/12/2012,5/16/2012,12-May,1.5665,1.4938,"11,245,286",34.98
5/12/2012,5/16/2012,5-May,1.5571,1.4837,"9,668,046",34.93
5/12/2012,5/16/2012,28-Apr,1.5663,1.4906,"11,685,181",34.85
5/12/2012,5/16/2012,21-Apr,1.5694,1.4891,"13,052,960",34.66
5/12/2012,5/16/2012,14-Apr,1.5919,1.5107,"11,520,767",34.67
5/5/2012,5/9/2012,7-Apr,1.6216,1.5405,"9,965,819",34.74
5/5/2012,5/9/2012,14-Apr,1.5919,1.5107,"11,520,767",34.67
5/5/2012,5/9/2012,21-Apr,1.5694,1.4891,"13,052,960",34.66
5/5/2012,5/9/2012,28-Apr,1.5663,1.4906,"11,685,181",34.85
5/5/2012,5/9/2012,5-May,1.5574,1.4835,"9,512,620",34.91
4/28/2012,5/2/2012,28-Apr,1.5658,1.4904,"11,275,140",34.87
4/28/2012,5/2/2012,21-Apr,1.5694,1.4891,"13,052,960",34.66
4/28/2012,5/2/2012,14-Apr,1.5919,1.5107,"11,520,767",34.67
4/28/2012,5/2/2012,7-Apr,1.6216,1.5405,"9,965,819",34.74
4/28/2012,5/2/2012,31-Mar,1.6713,1.5896,"9,952,335",34.81
4/21/2012,4/25/2012,24-Mar,1.6333,1.5549,"9,924,835",34.87
4/21/2012,4/25/2012,31-Mar,1.6713,1.5896,"9,952,335",34.81
4/21/2012,4/25/2012,7-Apr,1.6216,1.5405,"9,965,819",34.74
4/21/2012,4/25/2012,14-Apr,1.5919,1.5107,"11,520,767",34.67
4/21/2012,4/25/2012,21-Apr,1.5693,1.4891,"12,561,271",34.66
4/14/2012,4/18/2012,14-Apr,1.5919,1.5108,"11,356,102",34.67
4/14/2012,4/18/2012,7-Apr,1.6216,1.5405,"9,965,819",34.74
4/14/2012,4/18/2012,31-Mar,1.6713,1.5896,"9,952,335",34.81
4/14/2012,4/18/2012,24-Mar,1.6333,1.5549,"9,924,835",34.87
4/14/2012,4/18/2012,17-Mar,1.5857,1.5056,"11,921,822",34.7
4/7/2012,4/11/2012,10-Mar,1.5865,1.5146,"11,239,556",35.06
4/7/2012,4/11/2012,17-Mar,1.5857,1.5056,"11,921,822",34.7
4/7/2012,4/11/2012,24-Mar,1.6333,1.5549,"9,924,835",34.87
4/7/2012,4/11/2012,31-Mar,1.6713,1.5896,"9,952,335",34.81
4/7/2012,4/11/2012,7-Apr,1.6215,1.5415,"9,454,812",34.78
3/31/2012,4/4/2012,31-Mar,1.6727,1.5909,"9,446,921",34.81
3/31/2012,4/4/2012,24-Mar,1.6333,1.5549,"9,924,835",34.87
3/31/2012,4/4/2012,17-Mar,1.5857,1.5056,"11,921,822",34.7
3/31/2012,4/4/2012,10-Mar,1.5865,1.5146,"11,239,556",35.06
3/31/2012,4/4/2012,3-Mar,1.5837,1.5064,"10,751,088",34.82
